CaseId,Cloudy,Sprinkler,Rain,WetGrass
174,True,False,True,True
175,True,False,True,False
176,True,False,True,True
177,True,False,True,True
178,True,True,True,True
179,False,True,False,True
180,False,False,False,False
181,True,True,True,True
182,True,False,True,True
183,True,False,True,True
184,True,False,True,True
185,True,False,False,False
186,True,False,True,True
187,True,False,True,True
188,False,False,False,False
189,False,True,False,True
190,True,False,True,True
191,True,False,True,True
192,True,False,True,True
193,True,False,True,True
194,False,False,True,True
195,False,False,False,False
196,True,False,True,True
197,False,True,False,False
198,True,False,True,True
199,False,True,False,True
200,True,False,True,True
201,True,False,False,False
202,False,True,False,True
203,True,False,True,True
204,False,False,False,False
205,False,False,False,False
206,False,True,False,True
207,True,False,True,True
208,True,False,False,False
209,True,False,True,True
210,False,True,True,True
211,False,False,False,False
212,True,False,False,False
213,True,False,True,True
214,True,False,True,False
215,True,False,False,False
216,False,True,False,True
217,False,True,False,True
218,True,False,True,True
219,False,False,False,False
220,True,False,True,True
221,True,False,True,True
222,True,False,True,True
223,True,False,True,True
224,True,False,True,True
225,False,False,False,False
226,True,False,True,True
227,False,True,False,True
228,True,False,True,True
229,False,True,False,True
230,True,False,False,False
231,True,False,True,True
232,True,False,True,False
233,True,False,True,True
234,True,False,False,False
235,False,False,False,False
236,False,True,True,True
237,True,True,False,True
238,False,False,False,False
239,False,True,False,True
240,True,False,True,True
241,False,False,True,True
242,False,False,False,False
243,True,False,True,True
244,False,False,False,False
245,False,False,False,False
246,True,False,True,True
247,True,False,True,True
248,True,False,False,False
249,False,False,False,False
250,True,False,True,True
251,True,False,True,True
252,True,True,True,True
253,False,False,True,True
254,False,False,True,True
255,False,False,False,False
256,False,True,False,True
257,False,True,False,True
258,False,False,False,False
259,True,False,True,True
260,True,False,True,True
261,True,True,True,True
262,True,False,True,True
263,False,False,False,False
264,False,True,True,True
265,False,True,False,True
266,False,True,True,True
267,True,False,False,False
268,True,True,True,True
269,True,False,False,False
270,False,False,False,False
271,False,True,True,True
272,True,False,True,True
273,False,True,True,True
274,False,True,False,True
275,True,False,True,True
276,False,False,False,False
277,True,True,True,True
278,True,False,True,True
279,True,True,True,True
280,True,False,True,True
281,False,False,False,False
282,False,True,False,True
283,False,False,False,False
284,False,False,False,False
285,True,False,True,False
286,True,False,True,True
287,True,True,True,True
288,False,False,False,False
289,False,False,False,False
290,False,False,False,False
291,False,True,False,True
292,True,True,True,True
293,False,True,False,False
294,True,False,True,True
295,True,False,False,False
296,True,False,True,True
297,False,True,False,True
298,False,False,True,True
299,False,False,True,False
300,False,True,True,True
301,False,True,True,True
302,False,True,True,True
303,True,False,False,False
304,False,False,False,False
305,False,False,False,False
306,False,True,False,True
307,True,True,True,True
308,False,True,False,False
309,False,False,False,False
310,False,False,True,True
311,True,False,False,False
312,False,False,False,False
313,False,False,False,False
314,True,True,True,True
315,False,False,False,False
316,False,False,False,False
317,False,False,False,False
318,False,True,False,True
319,False,True,False,True
320,False,False,False,False
321,True,False,True,True
322,True,False,True,True
323,False,True,True,True
324,False,True,True,True
325,False,True,True,True
326,True,False,True,True
327,True,False,True,True
328,True,False,True,True
329,False,False,False,False
330,False,False,False,False
331,True,False,True,True
332,False,True,True,True
333,True,False,False,False
334,True,False,True,True
335,False,True,False,True
336,False,True,False,True
337,False,True,False,True
338,False,True,False,True
339,False,True,False,True
340,True,False,True,True
341,True,False,True,False
342,True,False,True,True
343,False,False,False,False
344,False,False,True,True
345,False,False,False,False
346,True,False,True,True
347,False,True,False,True
348,False,False,False,False
349,False,True,False,True
350,True,False,True,True
351,False,False,False,False
352,False,False,True,True
353,True,False,False,False
354,False,False,True,True
355,True,False,True,True
356,False,True,False,False
357,True,False,True,True
358,True,False,True,True
359,True,False,True,True
360,False,False,True,True
361,True,False,True,True
362,False,True,False,True
363,False,False,False,False
364,True,False,True,True
365,True,False,False,False
366,False,True,False,True
367,True,False,True,True
368,True,False,True,True
369,False,False,False,False
370,True,False,False,False
371,True,False,False,False
372,False,True,True,True
373,False,True,False,True
374,False,True,True,True
375,True,False,True,True
376,True,False,True,True
377,True,False,True,True
378,True,False,False,False
379,False,True,False,True
380,False,True,False,True
381,False,False,True,True
382,False,False,False,False
383,False,False,False,False
384,False,False,False,False
385,False,False,True,True
386,True,False,True,True
387,True,False,True,True
388,False,False,False,False
389,False,False,False,False
390,False,False,True,True
391,False,True,False,True
392,False,False,False,False
393,False,True,False,True
394,True,False,True,False
395,True,False,True,True
396,True,False,True,False
397,False,False,True,True
398,False,False,False,False
399,False,True,False,False
400,False,True,False,True
401,True,False,True,True
402,False,False,False,False
403,True,False,True,True
404,True,False,True,True
405,True,False,True,True
406,False,False,False,False
407,False,False,True,True
408,False,True,True,True
409,False,False,False,False
410,False,False,True,True
411,True,False,True,True
412,False,False,False,False
413,False,False,False,False
414,False,True,False,True
415,False,True,False,True
416,True,False,True,False
417,False,True,True,True
418,True,False,False,False
419,False,True,False,True
420,False,True,True,True
421,False,True,False,True
422,False,True,True,True
423,False,True,True,True
424,False,False,False,False
425,False,True,False,True
426,False,False,False,False
427,False,True,False,True
428,True,False,False,False
429,True,False,True,True
430,False,True,False,True
431,True,False,True,True
432,False,True,True,True
433,False,False,False,False
434,True,True,True,True
435,False,False,False,False
436,True,False,True,True
437,True,False,True,True
438,True,False,True,True
439,False,False,False,False
440,False,True,True,True
441,False,False,False,False
442,True,False,True,True
443,True,False,True,True
444,False,False,True,True
445,True,False,True,True
446,True,False,True,False
447,True,False,True,True
448,True,False,True,True
449,False,True,False,True
450,False,True,False,False
451,True,False,True,False
452,True,False,False,False
453,False,True,False,True
454,False,False,False,False
455,True,True,True,True
456,False,True,False,False
457,False,False,False,False
458,True,False,True,True
459,True,False,False,False
460,True,False,True,True
461,True,False,True,True
462,True,False,False,False
463,False,True,False,True
464,False,True,True,True
465,False,True,False,True
466,False,True,False,True
467,True,True,True,True
468,True,False,True,True
469,False,False,False,False
470,False,False,False,False
471,False,False,False,False
472,False,True,True,True
473,False,False,False,False
474,False,False,False,False
475,False,True,False,True
476,True,False,True,True
477,True,False,True,True
478,True,False,True,True
479,False,False,True,True
480,False,False,False,False
481,False,True,False,True
482,True,False,True,True
483,False,True,True,True
484,False,True,False,True
485,True,False,False,False
486,True,False,True,True
487,True,False,True,True
488,True,False,False,False
489,False,True,False,True
490,False,True,False,False
491,False,False,False,False
492,True,False,True,True
493,True,False,True,True
494,False,False,False,False
495,False,False,True,True
496,True,False,True,True
497,True,False,True,True
498,True,False,True,True
499,True,False,False,False
500,False,True,False,True
501,True,False,True,True
502,False,True,False,True
503,False,False,False,False
504,True,False,False,False
505,True,False,True,True
506,False,False,False,False
507,True,False,True,True
508,False,False,False,False
509,True,False,True,True
510,True,False,True,True
511,True,False,True,True
512,True,False,True,True
513,True,False,True,True
514,False,False,True,True
515,True,False,True,True
516,False,True,False,True
517,False,False,False,False
518,False,True,False,True
519,True,False,True,True
520,True,False,False,False
521,True,False,False,False
522,False,True,False,True
523,True,False,True,True
524,True,False,True,True
525,True,False,False,False
526,True,False,True,True
527,True,False,True,True
528,False,True,False,True
529,False,True,True,True
530,True,False,True,True
531,False,False,False,False
532,True,False,True,True
533,True,False,True,True
534,False,True,False,True
535,True,False,False,False
536,False,False,False,False
537,True,False,True,True
538,False,False,False,False
539,True,False,True,True
540,True,False,True,True
541,False,True,False,True
542,False,True,False,True
543,False,False,False,False
544,True,False,True,True
545,False,True,False,True
546,True,False,True,True
547,True,False,True,True
548,True,True,True,True
549,True,False,True,True
550,True,False,True,True
551,False,False,False,False
552,True,True,True,True
553,False,True,False,True
554,True,False,True,True
555,False,False,False,False
556,True,False,True,True
557,False,False,False,False
558,True,False,True,True
559,True,False,True,True
560,True,False,True,True
561,False,False,False,False
562,False,True,False,True
563,False,False,False,False
564,False,True,False,True
565,True,False,True,True
566,True,False,True,True
567,False,False,False,False
568,False,True,False,True
569,False,True,True,True
570,False,False,True,True
571,False,False,True,True
572,False,True,False,True
573,False,True,False,True
574,True,False,True,True
575,False,False,True,True
576,False,True,False,True
577,False,True,True,True
578,True,False,False,False
579,True,False,False,False
580,True,False,True,True
581,True,False,True,True
582,False,False,False,False
583,False,True,False,False
584,False,True,False,True
585,False,False,False,False
586,True,True,True,True
587,True,False,True,False
588,False,False,False,False
589,False,True,False,True
590,True,False,True,True
591,False,False,True,True
592,True,False,True,False
593,False,True,False,True
594,False,True,False,True
595,False,True,False,True
596,True,False,True,True
597,True,False,True,True
598,False,False,False,False
599,False,False,False,False
600,False,False,False,False
601,True,False,True,True
602,True,False,True,True
603,False,False,False,False
604,False,False,False,False
605,True,False,True,True
606,False,False,False,False
607,True,False,True,True
608,False,True,True,True
609,True,False,True,True
610,True,False,True,True
611,False,True,False,False
612,False,True,False,True
613,True,False,True,True
614,False,False,False,False
615,False,True,True,True
616,False,True,False,True
617,False,False,False,False
618,True,False,True,True
619,False,True,False,True
620,False,True,True,True
621,False,True,False,False
622,True,False,True,True
623,False,True,False,True
624,True,False,False,False
625,True,False,True,True
626,True,False,True,True
627,True,False,True,True
628,True,False,True,True
629,True,False,True,True
630,False,True,False,False
631,True,False,True,True
632,False,True,True,True
633,True,False,True,True
634,True,False,True,True
635,True,False,True,True
636,False,False,False,False
637,True,False,True,True
638,False,True,False,True
639,False,True,False,True
640,False,False,False,False
641,True,False,True,True
642,False,False,False,False
643,False,True,False,False
644,True,False,True,True
645,True,False,False,False
646,False,False,True,True
647,True,False,True,True
648,False,False,False,False
649,True,False,True,True
650,True,False,True,True
651,False,True,False,True
652,False,False,True,True
653,True,False,False,False
654,False,True,False,True
655,True,True,False,True
656,False,False,False,False
657,False,False,False,False
658,False,False,False,False
659,True,False,True,True
660,False,True,False,False
661,False,True,True,True
662,False,True,True,True
663,False,True,False,True
664,False,True,False,True
665,True,False,True,True
666,False,False,False,False
667,False,False,True,True
668,False,True,False,True
669,False,False,True,True
670,False,True,False,True
671,True,False,True,True
672,False,True,False,True
673,False,False,False,False
674,False,False,True,True
675,False,False,False,False
676,False,True,False,True
677,False,False,False,False
678,True,False,True,True
679,True,False,False,False
680,True,True,True,True
681,True,False,True,True
682,False,True,False,True
683,False,False,False,False
684,True,False,False,False
685,True,False,False,False
686,True,False,True,True
687,True,False,True,True
688,True,False,False,False
689,False,True,False,True
690,False,True,False,True
691,True,False,True,True
692,True,False,True,True
693,False,True,False,True
694,True,False,True,True
695,False,False,False,False
696,False,True,False,True
697,False,True,False,True
698,True,False,True,True
699,False,False,False,False
700,False,True,False,True
701,False,True,False,True
702,False,False,False,False
703,False,True,False,True
704,True,False,True,False
705,True,False,True,True
706,False,True,False,True
707,False,True,False,True
708,False,False,False,False
709,True,False,True,True
710,False,True,False,True
711,True,False,True,True
712,False,False,False,False
713,True,False,True,True
714,False,False,True,True
715,False,False,False,False
716,False,False,False,False
717,False,False,False,False
718,False,False,False,False
719,False,True,False,True
720,False,True,False,True
721,True,True,True,True
722,False,True,False,True
723,False,False,True,False
724,True,False,True,True
725,True,False,True,True
726,False,False,False,False
727,True,False,True,True
728,True,False,False,False
729,True,False,True,False
730,True,False,True,True
731,True,False,True,True
732,False,True,False,True
733,False,True,True,True
734,False,True,True,True
735,False,True,False,True
736,False,False,False,False
737,False,True,False,True
738,False,True,True,True
739,False,False,False,False
740,True,False,True,False
741,False,True,False,False
742,False,True,True,True
743,False,True,False,True
744,True,False,False,False
745,False,False,True,True
746,False,False,False,False
747,True,False,True,True
748,True,False,True,True
749,False,True,True,True
750,False,True,False,True
751,True,False,True,True
752,True,False,True,True
753,True,False,True,True
754,True,False,True,True
755,False,False,False,False
756,False,True,False,True
757,False,True,False,False
758,True,False,True,True
759,False,True,False,True
760,False,False,False,False
761,True,False,True,True
762,False,True,True,True
763,True,False,False,False
764,True,False,True,True
765,True,False,True,True
766,True,False,True,True
767,True,False,True,True
768,True,False,True,True
769,False,True,True,True
770,False,False,True,True
771,True,False,True,True
772,True,False,True,True
773,False,False,False,False
774,True,False,True,True
775,True,False,True,False
776,True,False,False,False
777,True,False,False,False
778,False,False,True,True
779,True,False,True,True
780,True,False,True,False
781,False,False,False,False
782,False,True,False,True
783,True,False,True,True
784,False,True,True,True
785,True,False,False,False
786,True,False,False,False
787,False,True,False,True
788,False,True,True,True
789,True,True,True,True
790,True,False,False,False
791,False,False,False,False
792,True,False,False,False
793,False,True,False,False
794,True,False,True,True
795,True,False,True,True
796,False,False,False,False
797,False,True,False,True
798,False,False,False,False
799,True,False,True,True
800,True,False,True,True
801,False,False,False,False
802,True,False,True,True
803,True,False,True,True
804,False,False,False,False
805,False,False,False,False
806,True,False,False,False
807,True,False,False,False
808,False,True,True,True
809,False,False,False,False
810,True,False,True,True
811,True,False,True,True
812,True,False,True,True
813,False,True,False,True
814,True,False,True,True
815,False,False,False,False
816,True,False,True,False
817,True,True,True,True
818,False,True,False,False
819,True,True,True,True
820,True,False,True,True
821,False,True,False,True
822,False,False,True,True
823,True,False,True,True
824,True,False,False,False
825,False,True,True,True
826,True,False,True,True
827,True,False,True,True
828,False,True,True,True
829,False,True,False,True
830,True,False,True,True
831,False,False,False,False
832,False,True,False,True
833,True,False,True,False
834,True,True,False,True
835,False,False,False,False
836,True,False,True,True
837,True,False,True,True
838,True,False,True,True
839,True,False,True,True
840,False,True,True,True
841,True,False,True,False
842,False,True,False,True
843,True,False,True,True
844,True,False,True,True
845,True,False,True,True
846,True,False,True,True
847,False,True,False,True
848,False,True,False,True
849,False,True,False,True
850,False,False,False,False
851,True,True,True,True
852,True,False,False,False
853,False,True,False,True
854,True,False,True,True
855,True,False,True,True
856,True,False,False,False
857,False,True,False,True
858,True,False,True,True
859,True,False,False,False
860,False,True,False,True
861,True,True,True,True
862,False,False,True,True
863,True,False,True,True
864,False,True,False,True
865,True,False,True,True
866,False,True,False,True
867,True,False,True,True
868,False,True,False,False
869,True,False,True,True
870,True,True,False,False
871,True,False,False,False
872,False,False,False,False
873,True,False,True,True
874,False,False,True,True
875,False,False,False,False
876,True,False,True,True
877,False,True,False,True
878,True,False,True,True
879,False,False,False,False
880,True,False,True,True
881,True,False,True,True
882,True,False,True,True
883,True,False,True,True
884,False,False,False,False
885,True,False,True,True
886,True,False,True,True
887,True,False,True,True
888,False,True,False,False
889,False,False,False,False
890,False,False,True,True
891,True,False,False,False
892,False,False,False,False
893,False,False,True,True
894,True,False,True,True
895,False,True,True,True
896,False,True,True,True
897,True,False,True,True
898,False,True,False,True
899,False,False,False,False
900,False,False,False,False
901,False,False,True,True
902,True,False,True,True
903,False,True,False,True
904,False,True,False,False
905,True,False,True,True
906,True,False,True,True
907,True,False,False,False
908,False,True,False,False
909,False,True,True,True
910,True,False,True,True
911,True,False,True,True
912,True,False,True,True
913,True,True,True,True
914,False,False,False,False
915,False,True,False,True
916,False,True,False,True
917,False,False,False,False
918,True,False,True,True
919,True,False,True,False
920,True,False,True,True
921,True,False,True,False
922,False,True,False,True
923,True,False,True,False
924,True,False,True,False
925,False,False,True,True
926,True,False,True,True
927,True,True,True,True
928,False,True,False,True
929,False,True,False,True
930,False,False,False,False
931,True,False,False,False
932,True,False,True,True
933,True,True,True,True
934,False,False,False,False
935,False,False,False,False
936,True,False,True,False
937,False,True,False,False
938,False,True,True,True
939,False,False,False,False
940,True,False,True,True
941,False,False,False,False
942,True,False,True,True
943,False,True,False,True
944,False,False,False,False
945,True,True,True,True
946,False,True,False,True
947,False,False,True,True
948,True,False,True,False
949,True,False,True,True
950,True,False,False,False
951,True,False,True,True
952,False,False,False,False
953,True,True,False,True
954,False,True,False,True
955,True,False,True,True
956,False,False,False,False
957,True,False,True,True
958,False,True,False,True
959,True,False,True,True
960,False,False,True,True
961,False,True,False,True
962,True,False,True,True
963,True,False,True,True
964,True,False,True,True
965,True,True,True,True
966,False,False,False,False
967,True,False,True,True
968,False,False,False,False
969,False,False,False,False
970,True,False,False,False
971,False,True,True,True
972,False,True,False,True
973,False,True,False,False
974,True,True,True,True
975,True,True,True,True
976,True,True,False,False
977,False,False,False,False
978,True,False,True,False
979,True,False,True,True
980,False,False,False,False
981,False,False,False,False
982,False,True,False,True
983,True,False,False,False
984,True,False,True,True
985,False,True,False,True
986,False,True,False,True
987,False,False,False,False
988,False,True,False,True
989,True,True,True,True
990,False,True,False,True
991,True,False,True,True
992,False,True,False,True
993,True,False,True,True
994,True,True,True,True
995,True,False,True,True
996,False,False,False,False
997,False,True,False,True
998,False,True,False,True
999,False,True,False,True
1000,False,True,False,True
1001,True,False,True,True
1002,False,True,True,True
1003,False,True,True,True
1004,False,False,False,False
1005,True,False,False,False
1006,True,False,True,True
1007,False,True,False,True
1008,False,True,False,True
1009,True,False,True,True
1010,False,False,False,False
1011,True,False,True,True
1012,True,False,True,True
1013,False,False,False,False
1014,True,False,True,True
1015,False,False,False,False
1016,False,True,False,True
1017,False,True,False,True
1018,True,True,True,True
1019,False,True,False,True
1020,False,True,False,True
1021,False,False,False,False
1022,True,False,True,True
1023,True,False,False,False
1024,True,False,True,True
1025,True,False,True,True
1026,False,False,True,True
1027,False,True,False,True
1028,True,False,True,True
1029,False,True,False,False
1030,False,True,False,True
1031,False,True,False,True
1032,True,False,True,True
1033,False,True,False,True
1034,True,False,True,True
1035,False,False,False,False
1036,False,True,False,False
1037,False,True,False,True
1038,False,False,False,False
1039,True,True,True,True
1040,True,True,True,True
1041,True,False,True,True
1042,False,False,True,True
1043,False,False,False,False
1044,False,False,False,False
1045,True,False,True,True
1046,False,True,False,True
1047,False,False,False,False
1048,True,False,True,True
1049,True,False,True,True
1050,False,False,False,False
1051,True,False,True,True
1052,False,True,True,True
1053,False,False,False,False
1054,False,False,False,False
1055,False,False,False,False
1056,True,False,False,False
1057,True,False,True,True
1058,True,False,True,True
1059,True,False,True,True
1060,False,True,False,True
1061,False,False,False,False
1062,False,False,True,True
1063,False,False,True,False
1064,False,True,False,True
1065,False,True,False,False
1066,False,True,False,True
1067,True,False,True,True
1068,True,False,True,True
1069,False,False,True,True
1070,False,True,False,True
1071,False,True,False,True
1072,False,True,False,True
1073,False,False,False,False
1074,False,True,False,True
1075,True,False,True,True
1076,True,False,True,True
1077,True,False,True,True
1078,True,False,True,True
1079,True,False,True,True
1080,True,False,True,True
1081,False,False,False,False
1082,False,False,True,True
1083,True,False,True,False
1084,True,False,True,True
1085,True,False,True,False
1086,True,True,True,True
1087,True,False,True,True
1088,False,True,True,True
1089,False,True,False,True
1090,False,False,False,False
1091,False,False,False,False
1092,True,False,True,True
1093,True,False,True,True
1094,True,False,True,True
1095,True,False,True,True
1096,False,True,False,False
1097,True,False,True,True
1098,False,True,True,True
1099,False,False,False,False
1100,False,False,False,False
1101,False,True,False,True
1102,True,False,False,False
1103,False,True,False,True
1104,True,False,True,True
1105,False,True,False,True
1106,True,False,True,False
1107,False,True,False,True
1108,False,True,False,True
1109,True,False,True,True
1110,True,False,False,False
1111,True,False,True,True
1112,True,False,True,True
1113,True,False,True,True
1114,True,False,True,True
1115,False,True,False,True
1116,False,False,False,False
1117,True,False,True,True
1118,True,False,False,False
1119,False,False,False,False
1120,False,False,False,False
1121,True,False,False,False
1122,False,False,False,False
1123,True,False,True,False
1124,False,True,False,True
1125,True,False,True,True
1126,False,False,False,False
1127,True,False,True,True
1128,False,False,False,False
1129,False,False,False,False
1130,False,False,False,False
1131,False,False,False,False
1132,False,False,False,False
1133,True,False,True,True
1134,True,False,True,True
1135,True,False,True,True
1136,True,False,True,True
1137,False,True,False,True
1138,False,True,False,True
1139,False,False,False,False
1140,False,False,False,False
1141,False,True,True,True
1142,False,False,False,False
1143,True,False,False,False
1144,False,False,False,False
1145,False,True,False,True
1146,False,True,False,False
1147,False,False,True,True
1148,True,False,True,True
1149,False,False,True,True
1150,False,False,False,False
1151,True,True,True,True
1152,True,False,True,False
1153,False,True,True,True
1154,False,False,False,False
1155,True,False,True,True
1156,False,True,True,True
1157,False,True,False,True
1158,True,False,True,False
1159,False,True,False,True
1160,True,False,True,True
1161,False,True,False,True
1162,True,True,True,True
1163,True,False,True,True
1164,True,False,True,True
1165,True,False,True,True
1166,True,False,True,True
1167,True,False,True,True
1168,True,False,True,True
1169,False,True,False,True
1170,False,True,False,True
1171,True,False,True,True
1172,True,False,True,True
1173,False,False,False,False
1174,False,False,False,False
1175,False,False,False,False
1176,True,False,True,True
1177,False,False,True,False
1178,False,False,False,False
1179,True,True,True,True
1180,False,True,False,True
1181,False,True,False,True
1182,False,False,False,False
1183,True,False,False,False
1184,True,True,True,True
1185,True,False,True,False
1186,True,False,True,True
1187,True,False,True,False
1188,False,True,False,True
1189,False,False,False,False
1190,False,True,True,True
1191,False,True,False,True
1192,True,False,True,True
1193,False,True,False,True
1194,True,False,True,True
1195,False,True,False,True
1196,True,False,True,True
1197,True,False,True,True
1198,False,True,False,False
1199,False,True,True,True
1200,False,False,False,False
1201,True,False,True,True
1202,True,True,False,True
1203,False,True,True,True
1204,False,False,False,False
1205,False,False,False,False
1206,True,True,True,True
1207,True,False,True,True
1208,False,True,False,True
1209,False,False,True,True
1210,False,True,False,True
1211,False,True,False,True
1212,True,False,True,True
1213,False,False,False,False
1214,False,True,False,True
1215,False,False,False,False
1216,True,False,True,True
1217,False,True,False,True
1218,False,False,False,False
1219,False,True,False,True
1220,True,False,True,True
1221,False,False,True,True
1222,False,False,False,False
1223,True,False,False,False
1224,True,False,True,True
1225,False,False,False,False
1226,False,True,True,True
1227,True,False,True,True
1228,False,True,False,False
1229,False,False,False,False
1230,True,False,True,True
1231,False,True,True,True
1232,True,False,True,True
1233,False,False,False,False
1234,True,False,True,True
1235,False,True,False,True
1236,False,True,False,True
1237,True,False,True,True
1238,True,False,True,True
1239,True,True,True,True
1240,True,False,True,True
1241,True,True,True,True
1242,True,False,True,True
1243,True,False,True,True
1244,True,False,True,True
1245,True,False,True,True
1246,False,False,False,False
1247,False,True,False,True
1248,True,False,True,False
1249,False,False,False,False
1250,False,True,False,False
1251,True,False,False,False
1252,False,False,False,False
1253,False,False,True,True
1254,True,False,False,False
1255,True,False,True,True
1256,False,False,False,False
1257,False,True,False,True
1258,False,False,False,False
1259,False,True,False,True
1260,False,True,False,True
1261,False,False,False,False
1262,False,True,False,True
1263,True,False,True,True
1264,False,False,False,False
1265,False,True,False,True
1266,True,False,False,False
1267,True,False,False,False
1268,False,False,False,False
1269,False,True,False,True
1270,True,True,True,True
1271,False,True,True,True
1272,True,False,True,True
1273,True,False,True,True
1274,True,True,True,True
1275,True,False,True,True
1276,True,False,False,False
1277,False,True,False,True
1278,True,False,True,True
1279,False,True,False,True
1280,True,False,True,False
1281,True,False,True,True
1282,False,False,True,True
1283,False,False,False,False
1284,False,False,False,False
1285,True,False,True,False
1286,False,True,False,True
1287,True,False,True,True
1288,False,False,False,False
1289,False,True,False,True
1290,True,False,True,True
1291,True,False,True,True
1292,False,True,True,True
1293,False,False,False,False
1294,False,True,True,True
1295,True,False,True,True
1296,False,True,False,True
1297,True,False,True,True
1298,False,True,False,True
1299,True,False,True,True
1300,True,False,True,False
1301,False,False,False,False
1302,False,False,False,False
1303,True,False,True,True
1304,True,False,True,True
1305,False,True,False,True
1306,False,False,False,False
1307,False,False,False,False
1308,True,False,True,True
1309,False,False,False,False
1310,False,True,False,True
1311,True,False,True,True
1312,True,False,True,True
1313,False,False,False,False
1314,True,False,True,True
1315,True,False,True,True
1316,True,False,True,True
1317,True,False,True,True
1318,True,False,True,True
1319,False,True,True,True
1320,False,False,False,False
1321,True,False,True,True
1322,True,False,True,True
1323,False,True,False,False
1324,False,True,False,True
1325,True,False,True,True
1326,True,False,True,True
1327,False,False,False,False
1328,True,False,True,True
1329,False,True,False,True
1330,False,False,False,False
1331,True,False,True,True
1332,True,False,True,True
1333,True,False,True,True
1334,True,False,True,True
1335,False,False,False,False
1336,True,False,False,False
1337,False,False,False,False
1338,False,False,False,False
1339,True,False,False,False
1340,False,True,False,True
1341,True,True,True,True
1342,False,False,False,False
1343,False,False,False,False
1344,False,True,True,True
1345,False,True,False,True
1346,False,True,False,True
1347,True,False,True,True
1348,False,False,True,True
1349,False,True,False,True
1350,True,False,True,True
1351,True,False,False,False
1352,True,False,True,True
1353,False,False,False,False
1354,False,False,False,False
1355,True,False,False,False
1356,False,True,False,True
1357,False,True,True,True
1358,False,False,False,False
